"plant_spp","date_collected","site","date_planted","ung_spp","scat_id","last_count","date_lastcount","native_exotic","vegsite_match","x","prop_scat"
"na","6/4/2010","Ritd ochrosia grove","6/4/2010","deer","cm4",0,"9/30/2010","na","switchbacks",26,0.464285714285714
"na","6/9/2010","S. Blas","6/9/2010","deer","cm5",0,"9/30/2010","na","sblas",26,0.464285714285714
"na","1/26/2010","Ritidian south of grid","1/26/2010","deer","C7",0,"3/14/2010","na","ritd grid",26,0.464285714285714
"na","1/26/2010","Ritidian south of grid","1/26/2010","deer","C8",0,"3/14/2010","na","ritd grid",26,0.464285714285714
"na","1/28/2010","Ritidian clearing","1/28/2010","deer","C9",0,"3/14/2010","na","ritd gate",26,0.464285714285714
"na","1/28/2010","Ritidian clearing","1/28/2010","deer","C10",0,"3/14/2010","na","ritd gate",26,0.464285714285714
"na","10/15/2010","Ritd gate trail","10/20/2010","pig","SS11",0,"6/12/2011","na","ritd gate",26,0.464285714285714
"na","2/2/2010","S. Blas","2/3/2010","deer","C12",0,"3/8/2010","na","sblas",26,0.464285714285714
"na","2/16/2010","Anao trail","2/17/2010","deer","C13",0,"3/14/2010","na","anao s",26,0.464285714285714
"na","9/24/2010","S. Blas","10/5/2010","pig","SS10",0,"6/12/2011","na","sblas",26,0.464285714285714
"na","12/20/2010","Race Int my plot","1/6/2011","pig","SS15",0,"6/12/2011","na","racetrack",26,0.464285714285714
"na","4/12/2011","Anao grid","4/20/2011","pig","SS24",0,"6/12/2011","na","anao n",26,0.464285714285714
"na","12/30/2010","Race Frag","1/6/2011","pig","SS13",0,"6/12/2011","na","racetrack",26,0.464285714285714
"na","12/30/2010","Race Grid Trail","1/6/2011","pig","SS14",0,"6/12/2011","na","racetrack",26,0.464285714285714
"na","1/12/2011","Ritd north","1/25/2011","pig","SS18",0,"6/12/2011","na","ritd grid",26,0.464285714285714
"na","9/24/2010","S. Blas","10/5/2010","deer","cm6",0,"11/5/2010","na","sblas",26,0.464285714285714
"na","6/9/2010","S. Blas","6/9/2010","pig","SS9",0,"11/1/2010","na","sblas",26,0.464285714285714
"na","3/31/2011","Anao grid","4/5/2011","pig","SS21",0,"6/12/2011","na","anao n",26,0.464285714285714
"na","4/12/2011","Anao grid","4/20/2011","pig","SS23",0,"6/12/2011","na","anao n",26,0.464285714285714
"na","4/12/2011","Ritd grid","4/20/2011","pig","SS25",0,"6/12/2011","na","ritd grid",26,0.464285714285714
"Passiflora sp.","2/18/2010","Ritd gate","2/18/2010","pig","pig24",1,"4/10/2010","exotic","ritd gate",5,0.0892857142857143
"Passiflora sp.","1/26/2010","Ritidian south of grid","1/26/2010","deer","C4",1,"3/10/2010","exotic","ritd grid",5,0.0892857142857143
"Passiflora sp.","2/18/2010","Ritd gate","2/18/2010","pig","pig23",3,"4/10/2010","exotic","ritd gate",5,0.0892857142857143
"Passiflora sp.","2/2/2010","S. Blas","2/3/2010","deer","C11",8,"3/10/2010","exotic","sblas",5,0.0892857142857143
"Passiflora sp.","2/18/2010","Ritd gate","2/18/2010","pig","pig26",9,"4/10/2010","exotic","ritd gate",5,0.0892857142857143
"unidentified","6/2/2010","Anao grid","6/2/2010","pig","SS1",5,"11/1/2010","unknown","anao n",6,0.107142857142857
"unidentified","1/26/2010","Ritidian south of grid","1/26/2010","deer","C4",5,"3/10/2010","unknown","ritd grid",6,0.107142857142857
"unidentified","6/2/2010","Anao grid","6/2/2010","pig","SS3",1,"11/1/2010","unknown","anao n",6,0.107142857142857
"unidentified","3/31/2011","Anao grid","4/5/2011","pig","SS22",1,"6/12/2011","unknown","anao n",6,0.107142857142857
"unidentified","1/26/2010","Ritidian south of grid","1/26/2010","deer","C5",2,"2/3/2010","unknown","ritd grid",6,0.107142857142857
"unidentified","6/2/2010","Anao grid","6/2/2010","pig","SS4",1,"11/1/2010","unknown","anao n",6,0.107142857142857
"Vitex parviflora","1/4/2010","Ritidian monument","1/6/2010","deer","C6",1,"3/14/2010","exotic","na",1,0.0178571428571429
