Date,Site,Distance,Spp.,Seedling,Morphology,Native?
2010-Aug-30,RACETRACK,35.8,Eugenia reinwardtiana,adult,tree,native
2010-Aug-30,RACETRACK,35.2,Eugenia reinwardtiana,adult,tree,native
2010-Aug-30,RACETRACK,30.8,Eugenia reinwardtiana,adult,tree,native
2010-Aug-30,RACETRACK,30,Eugenia reinwardtiana,adult,tree,native
2010-Aug-30,RACETRACK,28.7,Eugenia reinwardtiana,adult,tree,native
2010-Aug-30,RACETRACK,28.6,Eugenia reinwardtiana,adult,tree,native
2010-Aug-30,RACETRACK,25.6,Eugenia reinwardtiana,adult,tree,native
2010-Aug-30,RACETRACK,25.5,Eugenia reinwardtiana,adult,tree,native
2010-Aug-30,RACETRACK,24,Eugenia reinwardtiana,adult,tree,native
2010-Aug-30,RACETRACK,23.6,Eugenia reinwardtiana,adult,tree,native
2010-Aug-30,RACETRACK,21,Eugenia reinwardtiana,adult,tree,native
2010-Aug-30,RACETRACK,15.5,Eugenia reinwardtiana,adult,tree,native
2010-Aug-30,RACETRACK,15.5,Eugenia reinwardtiana,adult,tree,native
2010-Aug-30,RACETRACK,14.7,Eugenia reinwardtiana,adult,tree,native
2010-Aug-30,RACETRACK,13.7,Eugenia reinwardtiana,adult,tree,native
2010-Aug-30,RACETRACK,12.1,Eugenia reinwardtiana,adult,tree,native
2010-Aug-30,RACETRACK,8.6,Eugenia reinwardtiana,adult,tree,native
2010-Aug-30,RACETRACK,6.7,Eugenia reinwardtiana,adult,tree,native
2010-Aug-30,RACETRACK,6.2,Eugenia reinwardtiana,adult,tree,native
2010-Aug-30,RACETRACK,5.8,Eugenia reinwardtiana,adult,tree,native
2010-Aug-30,RACETRACK,4.9,Eugenia reinwardtiana,adult,tree,native
2010-Aug-30,RACETRACK,4.9,Eugenia reinwardtiana,adult,tree,native
2010-Aug-30,RACETRACK,4.3,Eugenia reinwardtiana,adult,tree,native
2010-Aug-30,RACETRACK,4.5,Eugenia reinwardtiana,adult,tree,native
2010-Aug-30,RACETRACK,3.2,Eugenia reinwardtiana,adult,tree,native
2010-Aug-30,RACETRACK,2.1,Eugenia reinwardtiana,adult,tree,native
2010-Aug-30,RACETRACK,1.2,Eugenia reinwardtiana,adult,tree,native
2010-Aug-30,RACETRACK,0.9,Eugenia reinwardtiana,adult,tree,native
2010-Aug-30,RACETRACK,0.2,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,34.2,Eugenia reinwardtiana,1,tree,native
2010-Nov-05,RACETRACK 2,33.1,Eugenia reinwardtiana,1,tree,native
2010-Nov-05,RACETRACK 2,32,Eugenia reinwardtiana,1,tree,native
2010-Nov-05,RACETRACK 2,31,Eugenia reinwardtiana,1,tree,native
2010-Nov-05,RACETRACK 2,30.8,Eugenia reinwardtiana,1,tree,native
2010-Nov-05,RACETRACK 2,23.8,Eugenia reinwardtiana,1,tree,native
2010-Nov-05,RACETRACK 2,19,Eugenia reinwardtiana,1,tree,native
2010-Nov-05,RACETRACK 2,15.1,Eugenia reinwardtiana,1,tree,native
2010-Nov-05,RACETRACK 2,14,Eugenia reinwardtiana,1,tree,native
2010-Nov-05,RACETRACK 2,11.6,Eugenia reinwardtiana,1,tree,native
2010-Nov-05,RACETRACK 2,37,Eugenia reinwardtiana,2,tree,native
2010-Nov-05,RACETRACK 2,34.7,Eugenia reinwardtiana,2,tree,native
2010-Nov-05,RACETRACK 2,20,Eugenia reinwardtiana,2,tree,native
2010-Nov-05,RACETRACK 2,13,Eugenia reinwardtiana,2,tree,native
2010-Nov-05,RACETRACK 2,38,Eugenia reinwardtiana,3,tree,native
2010-Nov-05,RACETRACK 2,27.9,Eugenia reinwardtiana,3,tree,native
2010-Nov-05,RACETRACK 2,27.3,Eugenia reinwardtiana,3,tree,native
2010-Nov-05,RACETRACK 2,17.3,Eugenia reinwardtiana,3,tree,native
2010-Nov-05,RACETRACK 2,8,Eugenia reinwardtiana,3,tree,native
2010-Nov-05,RACETRACK 2,1.1,Eugenia reinwardtiana,3,tree,native
2010-Nov-05,RACETRACK 2,26.5,Eugenia reinwardtiana,4,tree,native
2010-Nov-05,RACETRACK 2,9,Eugenia reinwardtiana,4,tree,native
2010-Nov-05,RACETRACK 2,38,Eugenia reinwardtiana,5,tree,native
2010-Nov-05,RACETRACK 2,39,Eugenia reinwardtiana,6,tree,native
2010-Nov-05,RACETRACK 2,42.8,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,42.8,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,42.1,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,41,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,40.5,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,40.2,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,39.1,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,39.1,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,37.2,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,34.7,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,32.2,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,32.2,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,30.5,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,30.5,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,30.2,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,29.9,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,29.7,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,29.5,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,28.1,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,27.9,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,27.6,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,27.3,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,26.5,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,26.2,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,25.6,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,25.1,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,24.5,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,24.5,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,23.8,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,23.8,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,23,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,22.9,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,21,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,20.2,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,19.8,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,18.2,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,17.8,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,16.6,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,16.4,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,16,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,15.1,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,12.4,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,10.5,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,9.7,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,7.9,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,7.4,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,6.2,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,6.2,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,5.5,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,4.9,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,2.7,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,2.2,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,2,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,1.9,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,1.7,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,1.5,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,0.7,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,0.6,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,0.3,Eugenia reinwardtiana,adult,tree,native
2010-Nov-05,RACETRACK 2,0.2,Eugenia reinwardtiana,adult,tree,native
2010-Sep-24,SBLAS,17,Eugenia reinwardtiana,2,tree,native
2010-Sep-24,SBLAS,19,Eugenia reinwardtiana,adult,tree,native
2010-Nov-30,SBLAS 2,20.4,Eugenia reinwardtiana,1,tree,native
2010-Nov-19,NBLAS 2,9,Eugenia reinwardtiana ,adult,tree,native
2010-Nov-19,NBLAS 2,25.7,Eugenia reinwardtiana/Guamia mariannae,1,tree,native
2010-Nov-19,NBLAS 2,25.4,Eugenia reinwardtiana/Guamia mariannae,2,tree,native
2010-Nov-20,RITD GRID 2,1.4,Eugenia reinwardtiana?,1,tree,native
2010-Sep-15,ANAO N,6.2,Eugenia thompsonii?,1,tree,native
2010-Nov-17,ANAO S 2,38.5,fallen Cycas micronesica stump ,adult,dead,dead
2010-Nov-17,ANAO S 2,39.8,fallen dead log,adult,dead,dead
2010-Sep-15,ANAO N,39.4,fern,adult,fern,native
2010-Sep-01,ANAO S,32.8,Fern2????,adult,photo,
2010-Sep-01,ANAO S,31.6,fern4???,adult,fern,native
2010-Sep-01,ANAO S,14.3,fern4???,adult,fern,native
2011-Feb-04,GW 2,26,Ficus prolixa,adult,tree,native
2011-Feb-04,GW 2,25,Ficus prolixa,adult,tree,native
2011-Feb-04,GW 2,3.1,Ficus prolixa,adult,tree,native
2011-Sep-28,NBLAS,26,Ficus prolixa,adult,tree,native
2011-Sep-28,NBLAS,25,Ficus prolixa,adult,tree,native
2011-Sep-28,NBLAS,3.1,Ficus prolixa,adult,tree,native
2010-Nov-05,RACETRACK 2,48.1,Ficus prolixa,adult,tree,native
2010-Dec-02,RITD GATE2,40.8,Ficus prolixa,1,tree,native
2010-Dec-02,RITD GATE2,43,Ficus prolixa,adult,tree,native
2010-Dec-02,RITD GATE2,41,Ficus prolixa,adult,tree,native
2010-Dec-02,RITD GATE2,39,Ficus prolixa,adult,tree,native
2010-Dec-02,RITD GATE2,37,Ficus prolixa,adult,tree,native
2011-Feb-02,GW,6,Ficus tinctoria,adult,tree,native
2010-Aug-25,RITD GATE,20.6,Ficus tinctoria,adult,tree,native
2010-Dec-02,RITD GATE2,44,Ficus tinctoria,adult,tree,native
2010-Dec-02,RITD GATE2,42,Ficus tinctoria,adult,tree,native
2010-Dec-02,RITD GATE2,40,Ficus tinctoria,adult,tree,native
2010-Dec-02,RITD GATE2,38,Ficus tinctoria,adult,tree,native
2010-Nov-05,RACETRACK 2,49.4,Flagellaria indica,1,tree,native
2010-Nov-05,RACETRACK 2,42.4,Flagellaria indica,1,tree,native
2010-Nov-05,RACETRACK 2,37,Flagellaria indica,1,tree,native
2010-Nov-05,RACETRACK 2,36.8,Flagellaria indica,1,tree,native
2010-Nov-05,RACETRACK 2,20.5,Flagellaria indica,1,tree,native
2010-Nov-05,RACETRACK 2,20,Flagellaria indica,1,tree,native
2010-Nov-05,RACETRACK 2,20,Flagellaria indica,1,tree,native
2010-Nov-05,RACETRACK 2,19,Flagellaria indica,1,tree,native
2010-Nov-05,RACETRACK 2,8,Flagellaria indica,1,tree,native
2010-Nov-05,RACETRACK 2,22,Flagellaria indica,2,tree,native
2010-Nov-05,RACETRACK 2,5,Flagellaria indica,4,tree,native
2010-Nov-05,RACETRACK 2,4,Flagellaria indica,4,tree,native
2010-Nov-05,RACETRACK 2,3,Flagellaria indica,5,tree,native
2010-Nov-05,RACETRACK 2,4,Flagellaria indica,6,tree,native
2010-Nov-05,RACETRACK 2,22.7,Flagellaria indica,adult,tree,native
2010-Sep-15,ANAO N,49.1,Flagellaria indica,1,vine,native
2010-Sep-15,ANAO N,0.8,Flagellaria indica,1,vine,native
2010-Sep-15,ANAO N,47,Flagellaria indica,2,vine,native
2010-Sep-15,ANAO N,48,Flagellaria indica,3,vine,native
2010-Sep-15,ANAO N,39,Flagellaria indica,3,vine,native
2010-Sep-15,ANAO N,38.3,Flagellaria indica,3,vine,native
2010-Sep-15,ANAO N,48.2,Flagellaria indica,4,vine,native
2010-Sep-15,ANAO N,42,Flagellaria indica,4,vine,native
2010-Sep-15,ANAO N,40,Flagellaria indica,4,vine,native
2010-Sep-15,ANAO N,44,Flagellaria indica,5,vine,native
2010-Sep-15,ANAO N,43,Flagellaria indica,5,vine,native
2010-Sep-15,ANAO N,41,Flagellaria indica,5,vine,native
2010-Sep-15,ANAO N,40,Flagellaria indica,5,vine,native
2010-Sep-15,ANAO N,41,Flagellaria indica,6,vine,native
2010-Sep-15,ANAO N,43,Flagellaria indica,10,vine,native
2010-Sep-15,ANAO N,42,Flagellaria indica,10,vine,native
2010-Sep-15,ANAO N,49.3,Flagellaria indica,adult,vine,native
2010-Sep-15,ANAO N,48.9,Flagellaria indica,adult,vine,native
2010-Sep-15,ANAO N,45.4,Flagellaria indica,adult,vine,native
2010-Sep-15,ANAO N,40.3,Flagellaria indica,adult,vine,native
2010-Sep-15,ANAO N,38.9,Flagellaria indica,adult,vine,native
2010-Sep-15,ANAO N,38.9,Flagellaria indica,adult,vine,native
2010-Sep-15,ANAO N,38.7,Flagellaria indica,adult,vine,native
2010-Sep-15,ANAO N,38,Flagellaria indica,adult,vine,native
2010-Sep-15,ANAO N,38.3,Flagellaria indica,adult,vine,native
2010-Sep-15,ANAO N,37.1,Flagellaria indica,adult,vine,native
2010-Sep-15,ANAO N,36.3,Flagellaria indica,adult,vine,native
2010-Nov-30,ANAO N 2,14.8,Flagellaria indica,1,vine,native
2010-Nov-30,ANAO N 2,14.5,Flagellaria indica,1,vine,native
2010-Nov-30,ANAO N 2,2.4,Flagellaria indica,1,vine,native
2010-Nov-30,ANAO N 2,12.8,Flagellaria indica,2,vine,native
2010-Nov-30,ANAO N 2,19,Flagellaria indica,3,vine,native
2010-Nov-30,ANAO N 2,18,Flagellaria indica,3,vine,native
2010-Nov-30,ANAO N 2,12.3,Flagellaria indica,3,vine,native
2010-Nov-30,ANAO N 2,11,Flagellaria indica,6,vine,native
2010-Nov-30,ANAO N 2,12,Flagellaria indica,7,vine,native
2010-Nov-30,ANAO N 2,49,Flagellaria indica,adult,vine,native
2010-Nov-30,ANAO N 2,17.5,Flagellaria indica,adult,vine,native
2010-Nov-30,ANAO N 2,15.7,Flagellaria indica,adult,vine,native
2010-Nov-30,ANAO N 2,15.7,Flagellaria indica,adult,vine,native
2010-Nov-30,ANAO N 2,14.2,Flagellaria indica,adult,vine,native
2010-Nov-30,ANAO N 2,14.2,Flagellaria indica,adult,vine,native
2010-Nov-30,ANAO N 2,3.8,Flagellaria indica,adult,vine,native
2010-Nov-30,ANAO N 2,3.4,Flagellaria indica,adult,vine,native
2010-Nov-30,ANAO N 2,0.8,Flagellaria indica,adult,vine,native
2010-Nov-17,ANAO S 2,9,Flagellaria indica,1,vine,native
2010-Nov-17,ANAO S 2,6.7,Flagellaria indica,1,vine,native
2010-Nov-17,ANAO S 2,3.5,Flagellaria indica,1,vine,native
2010-Nov-17,ANAO S 2,0,Flagellaria indica,1,vine,native
2010-Nov-17,ANAO S 2,4.2,Flagellaria indica,2,vine,native
2010-Nov-17,ANAO S 2,1,Flagellaria indica,2,vine,native
2010-Nov-17,ANAO S 2,46.8,Flagellaria indica,adult,vine,native
2010-Nov-17,ANAO S 2,10.5,Flagellaria indica,adult,vine,native
2010-Nov-17,ANAO S 2,9.5,Flagellaria indica,adult,vine,native
2010-Nov-17,ANAO S 2,7.3,Flagellaria indica,adult,vine,native
2011-Feb-02,GW,46.6,Flagellaria indica,1,vine,native
2011-Feb-02,GW,29.8,Flagellaria indica,1,vine,native
2011-Feb-02,GW,26,Flagellaria indica,1,vine,native
2011-Feb-02,GW,25,Flagellaria indica,1,vine,native
2011-Feb-02,GW,20.7,Flagellaria indica,1,vine,native
2011-Feb-02,GW,14.7,Flagellaria indica,1,vine,native
2011-Feb-02,GW,12.6,Flagellaria indica,1,vine,native
2011-Feb-02,GW,2.1,Flagellaria indica,1,vine,native
2011-Feb-02,GW,37.3,Flagellaria indica,2,vine,native
2011-Feb-02,GW,27,Flagellaria indica,2,vine,native
2011-Feb-02,GW,27,Flagellaria indica,2,vine,native
2011-Feb-02,GW,26,Flagellaria indica,2,vine,native
2011-Feb-02,GW,31.3,Flagellaria indica,3,vine,native
2011-Feb-02,GW,20,Flagellaria indica,3,vine,native
2011-Feb-02,GW,20,Flagellaria indica,3,vine,native
2011-Feb-02,GW,19,Flagellaria indica,3,vine,native
2011-Feb-02,GW,7,Flagellaria indica,3,vine,native
2011-Feb-02,GW,6,Flagellaria indica,3,vine,native
2011-Feb-02,GW,42.1,Flagellaria indica,4,vine,native
2011-Feb-02,GW,38,Flagellaria indica,4,vine,native
2011-Feb-02,GW,21,Flagellaria indica,4,vine,native
2011-Feb-02,GW,17,Flagellaria indica,4,vine,native
2011-Feb-02,GW,9,Flagellaria indica,4,vine,native
2011-Feb-02,GW,39,Flagellaria indica,5,vine,native
2011-Feb-02,GW,18,Flagellaria indica,5,vine,native
2011-Feb-02,GW,8.3,Flagellaria indica,6,vine,native
2011-Feb-02,GW,7.3,Flagellaria indica,6,vine,native
2011-Feb-02,GW,6,Flagellaria indica,7,vine,native
2011-Feb-02,GW,5,Flagellaria indica,7,vine,native
2011-Feb-02,GW,42,Flagellaria indica,8,vine,native
2011-Feb-02,GW,41,Flagellaria indica,8,vine,native
2011-Feb-02,GW,40,Flagellaria indica,9,vine,native
2011-Feb-02,GW,41,Flagellaria indica,10,vine,native
2011-Feb-02,GW,40,Flagellaria indica,10,vine,native
2011-Feb-02,GW,39,Flagellaria indica,10,vine,native
2011-Feb-02,GW,4,Flagellaria indica,12,vine,native
2011-Feb-02,GW,5,Flagellaria indica,13,vine,native
2011-Feb-02,GW,49,Flagellaria indica,adult,vine,native
2011-Feb-02,GW,48,Flagellaria indica,adult,vine,native
2011-Feb-02,GW,46.6,Flagellaria indica,adult,vine,native
2011-Feb-02,GW,46,Flagellaria indica,adult,vine,native
2011-Feb-02,GW,43,Flagellaria indica,adult,vine,native
2011-Feb-02,GW,42,Flagellaria indica,adult,vine,native
2011-Feb-02,GW,41.4,Flagellaria indica,adult,vine,native
2011-Feb-02,GW,40.6,Flagellaria indica,adult,vine,native
2011-Feb-02,GW,40.6,Flagellaria indica,adult,vine,native
2011-Feb-02,GW,36.5,Flagellaria indica,adult,vine,native
2011-Feb-02,GW,33,Flagellaria indica,adult,vine,native
2011-Feb-02,GW,31.1,Flagellaria indica,adult,vine,native
2011-Feb-02,GW,26.5,Flagellaria indica,adult,vine,native
2011-Feb-02,GW,23,Flagellaria indica,adult,vine,native
2011-Feb-02,GW,22,Flagellaria indica,adult,vine,native
2011-Feb-02,GW,21.3,Flagellaria indica,adult,vine,native
2011-Feb-02,GW,20,Flagellaria indica,adult,vine,native
2011-Feb-02,GW,20,Flagellaria indica,adult,vine,native
2011-Feb-02,GW,19,Flagellaria indica,adult,vine,native
2011-Feb-02,GW,18.9,Flagellaria indica,adult,vine,native
2011-Feb-02,GW,16,Flagellaria indica,adult,vine,native
2011-Feb-02,GW,15,Flagellaria indica,adult,vine,native
2011-Feb-02,GW,13.4,Flagellaria indica,adult,vine,native
2011-Feb-02,GW,13.1,Flagellaria indica,adult,vine,native
2011-Feb-02,GW,7,Flagellaria indica,adult,vine,native
2011-Feb-02,GW,6,Flagellaria indica,adult,vine,native
2011-Feb-02,GW,5,Flagellaria indica,adult,vine,native
2011-Feb-02,GW,2.3,Flagellaria indica,adult,vine,native
2011-Feb-04,GW 2,46.7,Flagellaria indica,1,vine,native
2011-Feb-04,GW 2,45.6,Flagellaria indica,1,vine,native
2011-Feb-04,GW 2,37.1,Flagellaria indica,1,vine,native
2011-Feb-04,GW 2,34.6,Flagellaria indica,1,vine,native
2011-Feb-04,GW 2,31.7,Flagellaria indica,1,vine,native
2011-Feb-04,GW 2,16.5,Flagellaria indica,1,vine,native
2011-Feb-04,GW 2,15.8,Flagellaria indica,1,vine,native
2011-Feb-04,GW 2,6,Flagellaria indica,1,vine,native
2011-Feb-04,GW 2,3.4,Flagellaria indica,1,vine,native
2011-Feb-04,GW 2,44.5,Flagellaria indica,2,vine,native
2011-Feb-04,GW 2,44.1,Flagellaria indica,2,vine,native
2011-Feb-04,GW 2,8,Flagellaria indica,2,vine,native
2011-Feb-04,GW 2,7,Flagellaria indica,2,vine,native
2011-Feb-04,GW 2,7,Flagellaria indica,2,vine,native
2011-Feb-04,GW 2,4,Flagellaria indica,2,vine,native
2011-Feb-04,GW 2,45.5,Flagellaria indica,3,vine,native
2011-Feb-04,GW 2,2,Flagellaria indica,3,vine,native
2011-Feb-04,GW 2,3,Flagellaria indica,4,vine,native
2011-Feb-04,GW 2,1,Flagellaria indica,5,vine,native
2011-Feb-04,GW 2,0,Flagellaria indica,5,vine,native
2011-Feb-04,GW 2,49.8,Flagellaria indica,adult,vine,native
2011-Feb-04,GW 2,48.7,Flagellaria indica,adult,vine,native
2011-Feb-04,GW 2,44.4,Flagellaria indica,adult,vine,native
2011-Feb-04,GW 2,42,Flagellaria indica,adult,vine,native
2011-Feb-04,GW 2,38.9,Flagellaria indica,adult,vine,native
2011-Feb-04,GW 2,38.2,Flagellaria indica,adult,vine,native
2011-Feb-04,GW 2,34.6,Flagellaria indica,adult,vine,native
2011-Feb-04,GW 2,33.2,Flagellaria indica,adult,vine,native
2011-Feb-04,GW 2,30.9,Flagellaria indica,adult,vine,native
2011-Feb-04,GW 2,29.6,Flagellaria indica,adult,vine,native
2011-Feb-04,GW 2,29.5,Flagellaria indica,adult,vine,native
2011-Feb-04,GW 2,28.6,Flagellaria indica,adult,vine,native
2011-Feb-04,GW 2,26.9,Flagellaria indica,adult,vine,native
2011-Feb-04,GW 2,26.5,Flagellaria indica,adult,vine,native
2011-Feb-04,GW 2,24.8,Flagellaria indica,adult,vine,native
2011-Feb-04,GW 2,23.5,Flagellaria indica,adult,vine,native
2011-Feb-04,GW 2,3,Flagellaria indica,adult,vine,native
2011-Feb-04,GW 2,2.4,Flagellaria indica,adult,vine,native
2011-Feb-04,GW 2,2,Flagellaria indica,adult,vine,native
2011-Sep-28,NBLAS,46.7,Flagellaria indica,1,vine,native
2011-Sep-28,NBLAS,45.6,Flagellaria indica,1,vine,native
2011-Sep-28,NBLAS,37.1,Flagellaria indica,1,vine,native
2011-Sep-28,NBLAS,34.6,Flagellaria indica,1,vine,native
2011-Sep-28,NBLAS,31.7,Flagellaria indica,1,vine,native
2011-Sep-28,NBLAS,16.5,Flagellaria indica,1,vine,native
2011-Sep-28,NBLAS,15.8,Flagellaria indica,1,vine,native
2011-Sep-28,NBLAS,6,Flagellaria indica,1,vine,native
2011-Sep-28,NBLAS,3.4,Flagellaria indica,1,vine,native
2011-Sep-28,NBLAS,44.5,Flagellaria indica,2,vine,native
2011-Sep-28,NBLAS,44.1,Flagellaria indica,2,vine,native
2011-Sep-28,NBLAS,8,Flagellaria indica,2,vine,native
2011-Sep-28,NBLAS,7,Flagellaria indica,2,vine,native
2011-Sep-28,NBLAS,7,Flagellaria indica,2,vine,native
2011-Sep-28,NBLAS,4,Flagellaria indica,2,vine,native
2011-Sep-28,NBLAS,45.5,Flagellaria indica,3,vine,native
2011-Sep-28,NBLAS,2,Flagellaria indica,3,vine,native
2011-Sep-28,NBLAS,3,Flagellaria indica,4,vine,native
2011-Sep-28,NBLAS,1,Flagellaria indica,5,vine,native
2011-Sep-28,NBLAS,0,Flagellaria indica,5,vine,native
2011-Sep-28,NBLAS,49.8,Flagellaria indica,adult,vine,native
2011-Sep-28,NBLAS,48.7,Flagellaria indica,adult,vine,native
2011-Sep-28,NBLAS,44.4,Flagellaria indica,adult,vine,native
2011-Sep-28,NBLAS,42,Flagellaria indica,adult,vine,native
2011-Sep-28,NBLAS,38.9,Flagellaria indica,adult,vine,native
2011-Sep-28,NBLAS,38.2,Flagellaria indica,adult,vine,native
2011-Sep-28,NBLAS,34.6,Flagellaria indica,adult,vine,native
2011-Sep-28,NBLAS,33.2,Flagellaria indica,adult,vine,native
2011-Sep-28,NBLAS,30.9,Flagellaria indica,adult,vine,native
2011-Sep-28,NBLAS,29.6,Flagellaria indica,adult,vine,native
2011-Sep-28,NBLAS,29.5,Flagellaria indica,adult,vine,native
2011-Sep-28,NBLAS,28.6,Flagellaria indica,adult,vine,native
2011-Sep-28,NBLAS,26.9,Flagellaria indica,adult,vine,native
2011-Sep-28,NBLAS,26.5,Flagellaria indica,adult,vine,native
2011-Sep-28,NBLAS,24.8,Flagellaria indica,adult,vine,native
2011-Sep-28,NBLAS,23.5,Flagellaria indica,adult,vine,native
2011-Sep-28,NBLAS,3,Flagellaria indica,adult,vine,native
2011-Sep-28,NBLAS,2.4,Flagellaria indica,adult,vine,native
2011-Sep-28,NBLAS,2,Flagellaria indica,adult,vine,native
2010-Nov-19,NBLAS 2,48.1,Flagellaria indica,1,vine,native
2010-Nov-19,NBLAS 2,43.4,Flagellaria indica,1,vine,native
2010-Nov-19,NBLAS 2,26.2,Flagellaria indica,1,vine,native
2010-Nov-19,NBLAS 2,25.9,Flagellaria indica,1,vine,native
2010-Nov-19,NBLAS 2,21.5,Flagellaria indica,2,vine,native
2010-Nov-19,NBLAS 2,26.4,Flagellaria indica,3,vine,native
2010-Nov-19,NBLAS 2,49.6,Flagellaria indica,adult,vine,native
2010-Nov-19,NBLAS 2,48.7,Flagellaria indica,adult,vine,native
2010-Nov-19,NBLAS 2,48.6,Flagellaria indica,adult,vine,native
2010-Nov-19,NBLAS 2,29.4,Flagellaria indica,adult,vine,native
2010-Nov-19,NBLAS 2,27.8,Flagellaria indica,adult,vine,native
2010-Nov-19,NBLAS 2,26.2,Flagellaria indica,adult,vine,native
2010-Nov-19,NBLAS 2,25.4,Flagellaria indica,adult,vine,native
2010-Nov-19,NBLAS 2,24.5,Flagellaria indica,adult,vine,native
2010-Nov-19,NBLAS 2,24.2,Flagellaria indica,adult,vine,native
2010-Nov-19,NBLAS 2,21.3,Flagellaria indica,adult,vine,native
2010-Nov-19,NBLAS 2,17.2,Flagellaria indica,adult,vine,native
2010-Nov-19,NBLAS 2,16.6,Flagellaria indica,adult,vine,native
2010-Nov-19,NBLAS 2,16.1,Flagellaria indica,adult,vine,native
2010-Nov-19,NBLAS 2,14.9,Flagellaria indica,adult,vine,native
2010-Nov-19,NBLAS 2,4.8,Flagellaria indica,adult,vine,native
